0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,labels
-257.33157,113.879234,-39.872555,32.636112,-31.99292,-1.3935761,-12.136269,-16.421618,-9.597151,-4.6788664,-17.57583,2.2226925,-3.0126326,3.0457504,-6.61412,-5.249805,0.8367858,-15.249028,-0.9429946,-8.05083,-3.3750432,0.41162354,2.8737192,4.1895742,13.805505,7.974829,12.033745,10.51847,7.334489,6.7728343,1.9481574,8.261287,1.3759506,2.7123713,-3.2648976,-2.6954572,-0.69827014,2.3526108,-1.836035,-1.1153169,Hate
-257.33157,113.879234,-39.872555,32.636112,-31.99292,-1.3935761,-12.136269,-16.421618,-9.597151,-4.6788664,-17.57583,2.2226925,-3.0126326,3.0457504,-6.61412,-5.249805,0.8367858,-15.249028,-0.9429946,-8.05083,-3.3750432,0.41162354,2.8737192,4.1895742,13.805505,7.974829,12.033745,10.51847,7.334489,6.7728343,1.9481574,8.261287,1.3759506,2.7123713,-3.2648976,-2.6954572,-0.69827014,2.3526108,-1.836035,-1.1153169,Hate
-257.33157,113.879234,-39.872555,32.636112,-31.99292,-1.3935761,-12.136269,-16.421618,-9.597151,-4.6788664,-17.57583,2.2226925,-3.0126326,3.0457504,-6.61412,-5.249805,0.8367858,-15.249028,-0.9429946,-8.05083,-3.3750432,0.41162354,2.8737192,4.1895742,13.805505,7.974829,12.033745,10.51847,7.334489,6.7728343,1.9481574,8.261287,1.3759506,2.7123713,-3.2648976,-2.6954572,-0.69827014,2.3526108,-1.836035,-1.1153169,Hate
-257.33157,113.879234,-39.872555,32.636112,-31.99292,-1.3935761,-12.136269,-16.421618,-9.597151,-4.6788664,-17.57583,2.2226925,-3.0126326,3.0457504,-6.61412,-5.249805,0.8367858,-15.249028,-0.9429946,-8.05083,-3.3750432,0.41162354,2.8737192,4.1895742,13.805505,7.974829,12.033745,10.51847,7.334489,6.7728343,1.9481574,8.261287,1.3759506,2.7123713,-3.2648976,-2.6954572,-0.69827014,2.3526108,-1.836035,-1.1153169,Hate
-356.42084,117.35088,-12.176113,24.883533,-27.293869,-0.48853606,2.459084,-20.781807,-10.550458,-8.50482,-13.209367,-2.2780554,-4.537821,-0.38127512,-6.3149347,-5.3305497,-2.6664376,-8.7120075,-2.9530897,-5.0903387,-3.2366362,2.7866874,9.447091,8.488388,16.374802,11.772085,7.109077,4.8209968,1.7053732,3.8546994,-0.20441951,1.4351128,-1.0322111,-0.48835894,-1.7087353,-0.72376186,-1.454449,-1.6909307,-1.4206518,-1.4025202,Hate
-257.33157,113.879234,-39.872555,32.636112,-31.99292,-1.3935761,-12.136269,-16.421618,-9.597151,-4.6788664,-17.57583,2.2226925,-3.0126326,3.0457504,-6.61412,-5.249805,0.8367858,-15.249028,-0.9429946,-8.05083,-3.3750432,0.41162354,2.8737192,4.1895742,13.805505,7.974829,12.033745,10.51847,7.334489,6.7728343,1.9481574,8.261287,1.3759506,2.7123713,-3.2648976,-2.6954572,-0.69827014,2.3526108,-1.836035,-1.1153169,Hate
-266.68466,124.21446,-39.050007,29.761967,-29.016773,-6.591006,-6.348093,-22.240541,-7.5465,-10.580762,-16.7104,-0.8406963,-6.901095,2.0160086,-8.474748,-4.7289667,-2.7934132,-13.578729,0.16014922,-8.03092,-4.186201,-1.6432302,2.2757833,3.505852,11.87996,12.799358,12.779441,13.62931,9.682984,7.5095477,3.036994,4.3707404,1.5855762,2.972865,-1.2361634,-0.8899487,-2.6223004,-0.90165836,-0.19376628,-0.0884905,Hate
-266.68466,124.21446,-39.050007,29.761967,-29.016773,-6.591006,-6.348093,-22.240541,-7.5465,-10.580762,-16.7104,-0.8406963,-6.901095,2.0160086,-8.474748,-4.7289667,-2.7934132,-13.578729,0.16014922,-8.03092,-4.186201,-1.6432302,2.2757833,3.505852,11.87996,12.799358,12.779441,13.62931,9.682984,7.5095477,3.036994,4.3707404,1.5855762,2.972865,-1.2361634,-0.8899487,-2.6223004,-0.90165836,-0.19376628,-0.0884905,Hate
-266.68466,124.21446,-39.050007,29.761967,-29.016773,-6.591006,-6.348093,-22.240541,-7.5465,-10.580762,-16.7104,-0.8406963,-6.901095,2.0160086,-8.474748,-4.7289667,-2.7934132,-13.578729,0.16014922,-8.03092,-4.186201,-1.6432302,2.2757833,3.505852,11.87996,12.799358,12.779441,13.62931,9.682984,7.5095477,3.036994,4.3707404,1.5855762,2.972865,-1.2361634,-0.8899487,-2.6223004,-0.90165836,-0.19376628,-0.0884905,Hate
-266.68466,124.21446,-39.050007,29.761967,-29.016773,-6.591006,-6.348093,-22.240541,-7.5465,-10.580762,-16.7104,-0.8406963,-6.901095,2.0160086,-8.474748,-4.7289667,-2.7934132,-13.578729,0.16014922,-8.03092,-4.186201,-1.6432302,2.2757833,3.505852,11.87996,12.799358,12.779441,13.62931,9.682984,7.5095477,3.036994,4.3707404,1.5855762,2.972865,-1.2361634,-0.8899487,-2.6223004,-0.90165836,-0.19376628,-0.0884905,Hate
-266.68466,124.21446,-39.050007,29.761967,-29.016773,-6.591006,-6.348093,-22.240541,-7.5465,-10.580762,-16.7104,-0.8406963,-6.901095,2.0160086,-8.474748,-4.7289667,-2.7934132,-13.578729,0.16014922,-8.03092,-4.186201,-1.6432302,2.2757833,3.505852,11.87996,12.799358,12.779441,13.62931,9.682984,7.5095477,3.036994,4.3707404,1.5855762,2.972865,-1.2361634,-0.8899487,-2.6223004,-0.90165836,-0.19376628,-0.0884905,Hate
-385.5505,97.1889,-41.819782,29.833176,-21.479082,-2.2273707,-8.744513,-11.118518,-1.0095414,-8.08339,-7.5087166,-0.3477759,0.092473395,1.3260555,-7.2000957,-1.6589829,-1.0124158,-6.614424,2.101915,4.4847145,4.6449523,7.3538857,10.397989,1.3563377,3.7007556,-3.716883,-0.17094907,0.77017623,-0.8326196,2.2405665,-2.4250238,1.4641927,-2.0741901,0.00014338773,-2.1236637,-0.18865897,0.49368185,1.7665726,4.741938,2.8103025,Hate
-385.5505,97.1889,-41.819782,29.833176,-21.479082,-2.2273707,-8.744513,-11.118518,-1.0095414,-8.08339,-7.5087166,-0.3477759,0.092473395,1.3260555,-7.2000957,-1.6589829,-1.0124158,-6.614424,2.101915,4.4847145,4.6449523,7.3538857,10.397989,1.3563377,3.7007556,-3.716883,-0.17094907,0.77017623,-0.8326196,2.2405665,-2.4250238,1.4641927,-2.0741901,0.00014338773,-2.1236637,-0.18865897,0.49368185,1.7665726,4.741938,2.8103025,Hate
-385.5505,97.1889,-41.819782,29.833176,-21.479082,-2.2273707,-8.744513,-11.118518,-1.0095414,-8.08339,-7.5087166,-0.3477759,0.092473395,1.3260555,-7.2000957,-1.6589829,-1.0124158,-6.614424,2.101915,4.4847145,4.6449523,7.3538857,10.397989,1.3563377,3.7007556,-3.716883,-0.17094907,0.77017623,-0.8326196,2.2405665,-2.4250238,1.4641927,-2.0741901,0.00014338773,-2.1236637,-0.18865897,0.49368185,1.7665726,4.741938,2.8103025,Hate
-385.5505,97.1889,-41.819782,29.833176,-21.479082,-2.2273707,-8.744513,-11.118518,-1.0095414,-8.08339,-7.5087166,-0.3477759,0.092473395,1.3260555,-7.2000957,-1.6589829,-1.0124158,-6.614424,2.101915,4.4847145,4.6449523,7.3538857,10.397989,1.3563377,3.7007556,-3.716883,-0.17094907,0.77017623,-0.8326196,2.2405665,-2.4250238,1.4641927,-2.0741901,0.00014338773,-2.1236637,-0.18865897,0.49368185,1.7665726,4.741938,2.8103025,Hate
